GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Tue May 26 05:59:49 2015
Sequence file name: seq.fna
Model file name: GeneMark_hmm_combined.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: AD-820-E17_NODE_1_length_88502_cov_101.2_ID_1
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
FASTA definition line: AD-820-E17_NODE_2_length_64191_cov_107.129_ID_3
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
   89        +          <3         353          351        1
   90        +         355         954          600        1
   91        -         986        1855          870        1
   92        +        2020        4065         2046        1
   93        -        4067        5281         1215        1
   94        +        5418        5759          342        1
   95        +        5848        6324          477        1
   96        +        6332        6820          489        1
   97        +        6817        8088         1272        1
   98        +        8085        8960          876        1
   99        +        8985        9320          336        1
  100        +        9317       10006          690        1
  101        +       10009       11112         1104        1
  102        +       11105       11968          864        1
  103        +       11970       12743          774        1
  104        +       12758       13789         1032        1
  105        +       14842       14937           96        2
  106        +       16268       16483          216        2
  107        +       18506       18637          132        2
  108        +       19560       20225          666        1
  109        -       20218       21225         1008        1
  110        -       21222       23174         1953        1
  111        -       23264       24349         1086        1
  112        -       24346       25662         1317        1
  113        +       25852       26562          711        1
  114        +       26572       26793          222        1
  115        +       26804       28951         2148        1
  116        +       28970       30169         1200        1
  117        +       30169       31260         1092        1
  118        +       31268       32665         1398        1
  119        -       32728       33804         1077        1
  120        -       33866       36034         2169        1
  121        -       36087       36494          408        1
  122        +       36709       36984          276        1
  123        +       37170       37853          684        2
  124        -       37896       38612          717        1
  125        +       38670       39365          696        1
  126        +       39353       39745          393        1
  127        +       39738       41030         1293        1
  128        +       41027       41818          792        1
  129        +       41842       42876         1035        1
  130        -       42926       43369          444        1
  131        +       43436       44155          720        1
  132        +       44139       45551         1413        1
  133        +       45615       46181          567        1
  134        -       46206       47009          804        1
  135        -       47107       49737         2631        1
  136        -       49835       50263          429        1
  137        -       50327       51148          822        1
  138        -       51296       51652          357        1
  139        +       52054       53046          993        1
  140        +       53043       55376         2334        1
  141        +       55373       56653         1281        1
  142        +       56697       57524          828        1
  143        +       57643       59298         1656        1
  144        +       59307       59789          483        1
  145        +       59789       61375         1587        1
  146        -       61429       63120         1692        1
  147        -       63123      >64190         1068        1

FASTA definition line: AD-820-E17_NODE_3_length_40305_cov_107.454_ID_5
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  148        +         178         516          339        1
  149        +         660         959          300        1
  150        -        1012        2424         1413        1
  151        -        2440        3813         1374        1
  152        -        3831        5033         1203        1
  153        -        5033        5581          549        1
  154        -        5590        5922          333        2
  155        -        5936        6376          441        1
  156        -        6389        7066          678        1
  157        -        7053        7862          810        1
  158        -        7863        8720          858        1
  159        +        8783        9166          384        1
  160        +        9156       10085          930        1
  161        +       10189       10899          711        1
  162        -       10970       11860          891        1
  163        +       11950       13242         1293        1
  164        +       13235       13570          336        1
  165        +       13554       14063          510        1
  166        -       14290       14973          684        1
  167        -       14986       16854         1869        1
  168        +       16997       17815          819        1
  169        +       17840       18628          789        1
  170        +       18851       19357          507        1
  171        +       19326       20795         1470        1
  172        +       20961       21473          513        1
  173        +       21473       22540         1068        1
  174        +       22541       22789          249        1
  175        +       22780       23130          351        1
  176        +       23130       23966          837        1
  177        +       24039       24509          471        1
  178        +       24506       24652          147        1
  179        -       24657       24740           84        1
  180        +       24874       25533          660        1
  181        +       25544       26878         1335        1
  182        -       26913       27218          306        1
  183        -       27338       28537         1200        1
  184        +       28629       29132          504        1
  185        -       29373       30104          732        1
  186        +       30166       30453          288        1
  187        -       30506       30652          147        1
  188        +       30886       32052         1167        1
  189        +       32137       32784          648        1
  190        -       32830       33399          570        1
  191        -       33399       35156         1758        1
  192        +       35317       36057          741        1
  193        -       36079       37230         1152        1
  194        +       37422       38276          855        1
  195        +       38367       38486          120        2
  196        -       38555       39655         1101        1
  197        -       39716       40279          564        1

FASTA definition line: AD-820-E17_NODE_4_length_36584_cov_122.477_ID_7
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  198        +         171        1775         1605        1
  199        +        1861        3621         1761        1
  200        -        3634        3954          321        1
  201        -        3955        4578          624        1
  202        +        4635        5546          912        1
  203        -        5582        6769         1188        1
  204        -        6762        7892         1131        1
  205        -        7910        8098          189        1
  206        +        8256        9062          807        1
  207        +        9059       10453         1395        1
  208        +       10483       11151          669        1
  209        +       11148       11735          588        1
  210        +       11680       12543          864        1
  211        -       12547       13482          936        1
  212        -       13499       14716         1218        1
  213        -       14830       15057          228        1
  214        -       15178       15924          747        1
  215        -       15948       17423         1476        1
  216        +       17766       18827         1062        1
  217        +       18827       20029         1203        1
  218        +       20026       20583          558        1
  219        +       20571       21170          600        1
  220        -       21580       21825          246        1
  221        -       21822       22004          183        1
  222        -       22031       22381          351        1
  223        -       22404       22754          351        1
  224        -       22811       23170          360        1
  225        -       23181       23954          774        1
  226        -       24002       24340          339        1
  227        -       24942       25199          258        1
  228        +       25320       25685          366        1
  229        -       25722       27035         1314        1
  230        -       27032       28468         1437        1
  231        -       28465       30315         1851        1
  232        -       30312       30611          300        1
  233        -       30604       31077          474        1
  234        -       31074       31625          552        1
  235        -       31622       32578          957        1
  236        -       32589       34253         1665        1
  237        -       34232       34705          474        1
  238        -       34689       35048          360        1
  239        +       35320       35538          219        1
  240        +       35684       35911          228        1
  241        +       35918       36136          219        1

FASTA definition line: AD-820-E17_NODE_5_length_33065_cov_118.255_ID_9
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  242        -          43         405          363        1
  243        -         415        1119          705        1
  244        +        1215        2294         1080        1
  245        -        2271        2633          363        1
  246        +        2691        3398          708        1
  247        -        3421        3699          279        1
  248        -        3713        4354          642        1
  249        +        4467        5297          831        1
  250        +        5301        6155          855        1
  251        -        6250        6930          681        1
  252        +        7079        9658         2580        1
  253        +        9913       11103         1191        1
  254        +       11105       12241         1137        1
  255        +       12241       12813          573        1
  256        +       12810       13808          999        1
  257        +       13805       14974         1170        1
  258        +       14971       16017         1047        1
  259        +       16018       16926          909        1
  260        +       16923       17627          705        1
  261        +       17617       18387          771        1
  262        +       18404       19159          756        2
  263        +       19156       19758          603        1
  264        +       19767       20981         1215        1
  265        +       20996       21535          540        1
  266        +       21538       23061         1524        1
  267        +       23061       24893         1833        1
  268        +       24886       25554          669        1
  269        +       25526       26122          597        1
  270        +       26123       27253         1131        1
  271        +       27250       28236          987        1
  272        +       28233       29033          801        1
  273        +       29045       29851          807        1
  274        +       29959       30681          723        1
  275        +       30678       31820         1143        1
  276        +       31821       32696          876        1
  277        +       32775       33026          252        1

FASTA definition line: AD-820-E17_NODE_6_length_29849_cov_102.506_ID_11
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  278        +          <3        1004         1002        1
  279        +        1001        1564          564        1
  280        +        1574        2611         1038        1
  281        +        2611        3345          735        1
  282        +        3347        4792         1446        1
  283        +        4804        8574         3771        1
  284        +        8561        9355          795        1
  285        -        9342        9497          156        1
  286        +        9569       10606         1038        1
  287        +       10603       11085          483        1
  288        +       11082       12365         1284        1
  289        +       12375       12872          498        1
  290        -       12928       13026           99        1
  291        +       13237       14064          828        1
  292        +       14057       15331         1275        1
  293        +       15328       17184         1857        1
  294        +       17187       18020          834        1
  295        +       18060       20111         2052        1
  296        -       20129       21097          969        1
  297        -       21099       21755          657        1
  298        -       21752       22687          936        1
  299        -       22680       23762         1083        1
  300        -       23755       25224         1470        1
  301        -       25224       26918         1695        1
  302        +       27078       29387         2310        1
  303        -       29390      >29848          459        1

FASTA definition line: AD-820-E17_NODE_7_length_28829_cov_122.99_ID_13
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  304        +          <3         191          189        1
  305        +         193         591          399        1
  306        -         588         947          360        1
  307        -         944        2086         1143        1
  308        -        2067        3641         1575        1
  309        -        3638        4549          912        1
  310        -        4550        5047          498        1
  311        +        5118        5618          501        1
  312        +        5683        6588          906        1
  313        -        6731        8617         1887        1
  314        -        8744        9301          558        1
  315        +        9508       12036         2529        1
  316        -       12069       13211         1143        1
  317        -       13205       13630          426        2
  318        -       13630       15489         1860        1
  319        -       15569       16129          561        1
  320        -       16153       17943         1791        1
  321        -       17988       18914          927        1
  322        -       18992       19399          408        1
  323        +       19500       20600         1101        1
  324        -       20604       21323          720        1
  325        -       21867       21947           81        1
  326        -       22286       23380         1095        1
  327        -       23566       24816         1251        1
  328        -       24889       26649         1761        1
  329        -       26695       27438          744        1
  330        -       27442       28797         1356        1

FASTA definition line: AD-820-E17_NODE_8_length_28508_cov_125.364_ID_15
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  331        +          <1         390          390        1
  332        +         395        1492         1098        1
  333        +        1742        2080          339        1
  334        +        2085        2906          822        1
  335        -        2936        4972         2037        1
  336        -        4965        6020         1056        1
  337        -        6020        6424          405        1
  338        -        6424        7416          993        1
  339        -        7485        9752         2268        1
  340        -        9912       10310          399        1
  341        -       10435       12627         2193        1
  342        -       12681       13349          669        1
  343        -       13367       14479         1113        1
  344        +       14535       15506          972        1
  345        +       15454       16824         1371        1
  346        +       16836       18005         1170        1
  347        +       17998       18669          672        1
  348        +       18656       19468          813        1
  349        +       19465       20691         1227        1
  350        +       20759       22231         1473        1
  351        -       22262       22567          306        1
  352        -       22640       23398          759        1
  353        +       23625       24821         1197        1
  354        +       24790       25656          867        1
  355        +       25739       26092          354        1
  356        +       26110       26823          714        1
  357        -       26832       28472         1641        1

FASTA definition line: AD-820-E17_NODE_9_length_27943_cov_91.6937_ID_17
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  358        +          <1         648          648        1
  359        +         636         800          165        1
  360        +         797        1573          777        1
  361        +        1665        2894         1230        1
  362        +        2887        3705          819        1
  363        +        3707        4279          573        1
  364        +        4276        4770          495        1
  365        +        4767        5288          522        1
  366        +        5285        5755          471        1
  367        +        5755        6375          621        1
  368        +        6338        6826          489        1
  369        +        6898        7245          348        1
  370        +        7242        9026         1785        1
  371        -        9054        9983          930        1
  372        -        9983       10402          420        1
  373        -       10485       10667          183        1
  374        +       10775       11455          681        1
  375        +       11448       12119          672        1
  376        -       12143       13276         1134        1
  377        -       13299       14303         1005        1
  378        -       14300       16234         1935        1
  379        -       16250       16456          207        2
  380        -       16440       17285          846        1
  381        -       17286       17789          504        1
  382        +       17892       18401          510        1
  383        -       18396       18680          285        2
  384        -       18677       19975         1299        1
  385        -       20255       20800          546        1
  386        -       20980       21189          210        1
  387        -       21186       21269           84        1
  388        -       21569       21724          156        1
  389        +       21827       22177          351        1
  390        -       22200       22523          324        1
  391        +       22631       22906          276        2
  392        +       23582       24208          627        1
  393        -       24268       24828          561        1
  394        -       24838       25695          858        1
  395        -       25697       26851         1155        1
  396        -       26851       27201          351        1
  397        -       27241       27531          291        2
  398        -       27535      >27942          408        1

FASTA definition line: AD-820-E17_NODE_10_length_26436_cov_52.1952_ID_19
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  399        +          32        3094         3063        1
  400        +        3197        4504         1308        1
  401        +        4564        4791          228        1
  402        +        4788        6926         2139        1
  403        +        6994        8562         1569        1
  404        +        8631        9293          663        1
  405        +        9306       10577         1272        1
  406        +       10587       12035         1449        1
  407        -       12083       12418          336        1
  408        -       12408       12953          546        1
  409        +       13022       14023         1002        1
  410        +       14032       15234         1203        1
  411        +       15238       15945          708        1
  412        -       15993       16409          417        1
  413        +       16551       17822         1272        1
  414        +       18026       18946          921        1
  415        -       19066       20202         1137        1
  416        +       20380       20625          246        1
  417        +       20635       21936         1302        1
  418        +       21929       22552          624        1
  419        +       22542       22997          456        1
  420        +       22978       23814          837        1
  421        +       23830       24861         1032        1
  422        +       24858       25421          564        1
  423        +       25411       25980          570        1
  424        -       25961      >26434          474        1

FASTA definition line: AD-820-E17_NODE_11_length_25960_cov_71.0871_ID_21
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  425        +          <3        1061         1059        1
  426        +        1147        1671          525        1
  427        +        1691        2161          471        1
  428        +        2213        2548          336        1
  429        +        2552        3316          765        1
  430        +        3326        5086         1761        1
  431        +        5197        6684         1488        1
  432        +        6697        7599          903        1
  433        +        7596        7970          375        1
  434        +        7967        8398          432        1
  435        +        8427        9353          927        1
  436        +        9377        9835          459        1
  437        +        9898       10245          348        1
  438        +       10315       13878         3564        1
  439        +       13878       15350         1473        1
  440        +       15462       16781         1320        2
  441        +       16961       18919         1959        1
  442        -       19117       19902          786        1
  443        +       20036       20620          585        1
  444        +       20815       22023         1209        1
  445        -       22073       22666          594        1
  446        +       22950       23324          375        1
  447        -       23414       23650          237        1
  448        +       23797       24450          654        1
  449        -       24635      >25960         1326        1

FASTA definition line: AD-820-E17_NODE_12_length_24689_cov_124.772_ID_23
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  450        -         102        1685         1584        1
  451        -        1736        2311          576        1
  452        +        2447        3178          732        2
  453        +        3200        3982          783        1
  454        +        3979        4614          636        1
  455        +        4624        5031          408        1
  456        +        5015        5260          246        1
  457        +        5299        5796          498        1
  458        +        5783        6787         1005        1
  459        +        6777        7514          738        1
  460        +        7518        8459          942        1
  461        +        8470       10860         2391        1
  462        +       10860       11357          498        1
  463        +       11370       12491         1122        1
  464        +       12496       13224          729        1
  465        +       13237       14199          963        1
  466        +       14200       14799          600        1
  467        +       14796       16079         1284        1
  468        +       16230       17339         1110        1
  469        +       17332       19170         1839        1
  470        +       19167       20045          879        1
  471        +       20042       20452          411        1
  472        -       20454       20882          429        1
  473        -       20887       21159          273        1
  474        -       21159       21551          393        1
  475        -       21580       22023          444        2
  476        -       22033       22983          951        1
  477        -       22980       23471          492        1
  478        -       23477       24133          657        1
  479        -       24135       24671          537        1

FASTA definition line: AD-820-E17_NODE_13_length_21066_cov_123.121_ID_25
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  480        +         162        1382         1221        1
  481        +        1659        1898          240        1
  482        +        1913        2146          234        1
  483        +        2250        2531          282        1
  484        -        2632        2730           99        1
  485        -        2751        3002          252        2
  486        -        3023        3703          681        1
  487        +        3967        4356          390        1
  488        +        4360        4899          540        1
  489        +        4956        6596         1641        1
  490        -        6600        7943         1344        1
  491        -        7960        9102         1143        1
  492        -        9113        9730          618        1
  493        -        9717       10265          549        1
  494        -       10341       11552         1212        1
  495        -       11553       12023          471        1
  496        +       12205       13164          960        1
  497        +       13213       13644          432        1
  498        +       13637       14437          801        1
  499        +       14430       15458         1029        1
  500        +       15600       16787         1188        1
  501        -       16807       17577          771        1
  502        -       17577       18602         1026        1
  503        +       18770       18979          210        1
  504        -       19039       19248          210        1
  505        +       19451       19858          408        1
  506        +       19888       20433          546        1
  507        +       20458       20721          264        1

FASTA definition line: AD-820-E17_NODE_14_length_16582_cov_90.5557_ID_27
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  508        +          31         558          528        1
  509        +         555        1637         1083        1
  510        +        1634        2728         1095        1
  511        +        2747        4453         1707        1
  512        +        4453        5481         1029        1
  513        +        5484        6281          798        1
  514        +        6307        8127         1821        1
  515        -        8119        8766          648        1
  516        +        8876       10975         2100        1
  517        +       10960       12156         1197        1
  518        +       12159       12386          228        1
  519        +       12386       12814          429        1
  520        -       12786       12962          177        1
  521        +       13044       13733          690        1
  522        +       13734       14303          570        1
  523        -       14313       14705          393        1
  524        -       14671       15369          699        1
  525        -       15347       16450         1104        1
  526        -       16447      >16581          135        1

FASTA definition line: AD-820-E17_NODE_15_length_14448_cov_18.6097_ID_29
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  527        +          <2        1747         1746        1
  528        +        1873        2538          666        1
  529        -        2566        3279          714        1
  530        -        3337        4434         1098        1
  531        +        4489        5310          822        1
  532        -        5287        7065         1779        1
  533        -        7137        7448          312        1
  534        -        7465        7959          495        1
  535        -        7969        8400          432        1
  536        +        8595        9071          477        1
  537        +        9246        9725          480        1
  538        +        9729       11588         1860        1
  539        -       11589       12290          702        1
  540        +       12343       12966          624        1
  541        -       12953       13057          105        2
  542        +       13051       14343         1293        1

FASTA definition line: AD-820-E17_NODE_16_length_13248_cov_115.049_ID_31
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  543        +          <1         387          387        1
  544        +         401        1540         1140        1
  545        +        1550        2584         1035        1
  546        +        2587        3105          519        1
  547        +        3145        4179         1035        1
  548        +        4243        5178          936        1
  549        -        5505        6848         1344        1
  550        -        6848        6964          117        1
  551        -        6957        9719         2763        1
  552        +        9848       10936         1089        1
  553        +       12209       12496          288        1
  554        +       12478       12957          480        1
  555        +       13037      >13252          216        1

FASTA definition line: AD-820-E17_NODE_17_length_13247_cov_22.3727_ID_33
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  556        -          <2        1048         1047        1
  557        -        1078        1941          864        1
  558        -        1931        2818          888        1
  559        -        2790        3518          729        1
  560        -        3515        5080         1566        1
  561        -        5081        6505         1425        1
  562        -        6602        8014         1413        1
  563        -        8149        8412          264        1
  564        -        8421        9095          675        1
  565        -        9201       10217         1017        1
  566        -       10229       11068          840        1
  567        -       11040       11786          747        1
  568        -       11747      >13246         1500        1

FASTA definition line: AD-820-E17_NODE_18_length_13214_cov_19.3559_ID_35
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  569        -          <3        2714         2712        1
  570        -        2901        3488          588        1
  571        -        3534        5351         1818        1
  572        -        5355        6557         1203        1
  573        +        6731        8053         1323        1
  574        -        8105        8620          516        1
  575        -        8617       10425         1809        1
  576        -       10447       12135         1689        1
  577        -       12800       12967          168        1

FASTA definition line: AD-820-E17_NODE_19_length_12943_cov_129.192_ID_37
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  578        +          <2         208          207        1
  579        +         210        1442         1233        1
  580        +        1545        2978         1434        1
  581        +        2975        3721          747        1
  582        +        3721        4860         1140        1
  583        +        4873        5295          423        1
  584        +        5292        5618          327        1
  585        +        5802        6149          348        1
  586        +        6159        7394         1236        1
  587        +        7409        7711          303        1
  588        -        7729        8022          294        1
  589        -        8022        8153          132        1
  590        -        8177        8575          399        1
  591        -        8575        9582         1008        1
  592        +        9780       10346          567        1
  593        +       10346       10723          378        1
  594        -       10720       11940         1221        1
  595        -       11933       12829          897        1

FASTA definition line: AD-820-E17_NODE_20_length_11664_cov_27.9686_ID_39
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  596        -         152        1162         1011        1
  597        -        1182        7010         5829        1
  598        -        7007        7234          228        1
  599        -        7231        9072         1842        1
  600        -        9069       10301         1233        1
  601        -       10301       11074          774        1
  602        -       11075      >11662          588        1

FASTA definition line: AD-820-E17_NODE_21_length_11555_cov_88.438_ID_41
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  603        +          <3        1601         1599        2
  604        +        1961        2323          363        2
  605        +        2333        3067          735        1
  606        +        3060        4580         1521        1
  607        +        4593        5768         1176        1
  608        +        5768        6889         1122        1
  609        +        6882        8342         1461        2
  610        +        8357        8971          615        1
  611        +        8975       10897         1923        1

FASTA definition line: AD-820-E17_NODE_22_length_11376_cov_15.6166_ID_43
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  612        +          <3         536          534        1
  613        +         548        1684         1137        1
  614        +        1907        3385         1479        1
  615        +        3401        4093          693        1
  616        +        4106        4309          204        1
  617        +        4319        5236          918        1
  618        +        5247        5456          210        1
  619        -        5615        7987         2373        1
  620        -        7990        8163          174        1
  621        -        8244        9227          984        1
  622        -        9284      >11374         2091        1

FASTA definition line: AD-820-E17_NODE_23_length_9925_cov_121.802_ID_45
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  623        -          43        1437         1395        1
  624        +        1602        1721          120        2
  625        +        1887        3002         1116        2
  626        +        3310        4227          918        1
  627        +        4382        4573          192        1
  628        +        4567        5001          435        1
  629        +        4991        6430         1440        1
  630        -        6838        7242          405        2
  631        -        7402        7671          270        1
  632        +        7846        9558         1713        1
  633        -        9668        9850          183        2

FASTA definition line: AD-820-E17_NODE_24_length_9264_cov_109.547_ID_47
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  634        -          <1         480          480        1
  635        +         568        1059          492        1
  636        -        1061        1885          825        1
  637        -        1888        3171         1284        1
  638        -        3174        4541         1368        1
  639        -        4694        6403         1710        1
  640        -        6414        8396         1983        1
  641        +        8462       >9262          801        1

FASTA definition line: AD-820-E17_NODE_25_length_8694_cov_100.33_ID_49
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  642        -         156         443          288        2
  643        -         443         949          507        1
  644        -         959        2671         1713        1
  645        -        2814        4019         1206        1
  646        +        4127        4948          822        1
  647        +        4960        6033         1074        1
  648        +        6045        6863          819        1
  649        -        6888        7487          600        1
  650        -        7554        8654         1101        1

FASTA definition line: AD-820-E17_NODE_26_length_7672_cov_12.6619_ID_51
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  651        -          88         615          528        1
  652        -         616        1035          420        1
  653        -        1045        2292         1248        1
  654        -        2317        3165          849        1
  655        -        3217        4323         1107        1
  656        +        4433        5200          768        1
  657        -        5237        5776          540        2
  658        -        5773        6261          489        1
  659        -        6281        7543         1263        1

FASTA definition line: AD-820-E17_NODE_27_length_6117_cov_7.31854_ID_53
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  660        -          <2         757          756        1
  661        -         771        2600         1830        1
  662        -        2597        2710          114        1
  663        +        2710        4485         1776        1
  664        +        4608        4856          249        1
  665        +        4853        5839          987        1
  666        +        5836       >6117          282        1

FASTA definition line: AD-820-E17_NODE_28_length_5737_cov_121.914_ID_55
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  667        +          86         724          639        1
  668        +         725        1135          411        2
  669        -        1374        1715          342        1
  670        +        1842        3107         1266        1
  671        +        3085        3780          696        1
  672        -        3783        3926          144        2
  673        -        4087       >5736         1650        1

FASTA definition line: AD-820-E17_NODE_29_length_5624_cov_12.5508_ID_57
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  674        -          <1         897          897        1
  675        -        1012        1824          813        1
  676        -        1835        3133         1299        1
  677        -        3262        5598         2337        1

FASTA definition line: AD-820-E17_NODE_30_length_5156_cov_14.3929_ID_59
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  678        +          30        1298         1269        1
  679        +        1311        2054          744        1
  680        -        2108        3613         1506        1
  681        -        3661        5109         1449        1

FASTA definition line: AD-820-E17_NODE_31_length_5134_cov_131.912_ID_61
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  682        +           1         795          795        1
  683        -         797        1129          333        1
  684        +        1324        2340         1017        1
  685        -        2348        3067          720        1
  686        -        3149        4324         1176        1
  687        -        4486        4824          339        1

FASTA definition line: AD-820-E17_NODE_32_length_4935_cov_125.684_ID_63
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  688        -          <2         952          951        1
  689        -         960        3071         2112        1
  690        -        3217        3663          447        1
  691        -        3656        3889          234        1
  692        -        3989        4930          942        1

FASTA definition line: AD-820-E17_NODE_33_length_4694_cov_13.4955_ID_65
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  693        +          <1        1851         1851        1
  694        +        1848        2219          372        1
  695        +        2216        2668          453        1
  696        +        2662        3681         1020        1
  697        +        3674        4399          726        1
  698        +        4406       >4693          288        1

FASTA definition line: AD-820-E17_NODE_34_length_4551_cov_14.7145_ID_67
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  699        -          <2         403          402        1
  700        -         475        1122          648        1
  701        -        1115        1996          882        1
  702        -        2045        2674          630        1
  703        +        2785        3249          465        1
  704        -        3297        3857          561        1
  705        -        3890        4183          294        1
  706        -        4238       >4549          312        1

FASTA definition line: AD-820-E17_NODE_35_length_4137_cov_118.327_ID_69
Predicted genes
